,R_fighter,B_fighter,weight_class,rounds,title_bout,prediction
815,Joanne Calderwood,Frankie Edgar,Welterweight,5,0,[0.57362007 0.42637993]
816,Joanne Calderwood,Drew Dober,Welterweight,5,0,[0.41239781 0.58760219]
817,Joanne Calderwood,Calvin Kattar,Welterweight,5,0,[0.47066268 0.52933732]
818,Joanne Calderwood,Alistair Overeem,Welterweight,5,0,[0.59475761 0.40524239]
819,Joanne Calderwood,Derek Brunson,Welterweight,5,0,[0.47600378 0.52399622]
820,Joanne Calderwood,Li Jingliang,Welterweight,5,0,[0.48469349 0.51530651]
821,Joanne Calderwood,Jared Gordon,Welterweight,5,0,[0.37002282 0.62997718]
822,Joanne Calderwood,Beneil Dariush,Welterweight,5,0,[0.33945604 0.66054396]
823,Joanne Calderwood,Cortney Casey,Welterweight,5,0,[0.5797351 0.4202649]
824,Joanne Calderwood,Andre Ewell,Welterweight,5,0,[0.68486378 0.31513622]
825,Joanne Calderwood,Jonathan Martinez,Welterweight,5,0,[0.52071403 0.47928597]
826,Joanne Calderwood,Rani Yahya,Welterweight,5,0,[0.45664591 0.54335409]
827,Joanne Calderwood,Alexa Grasso,Welterweight,5,0,[0.44943102 0.55056898]
828,Joanne Calderwood,Cory Sandhagen,Welterweight,5,0,[0.35214971 0.64785029]
829,Joanne Calderwood,Brian Kelleher,Welterweight,5,0,[0.57856341 0.42143659]
830,Joanne Calderwood,Clay Guida,Welterweight,5,0,[0.54518556 0.45481444]
831,Joanne Calderwood,Alexis Davis,Welterweight,5,0,[0.42131443 0.57868557]
832,Joanne Calderwood,Andrei Arlovski,Welterweight,5,0,[0.67164299 0.32835701]
833,Joanne Calderwood,Douglas Silva de Andrade,Welterweight,5,0,[0.58355944 0.41644056]
834,Joanne Calderwood,Antonio Carlos Junior,Welterweight,5,0,[0.40972983 0.59027017]
835,Alex Caceres,Petr Yan,Welterweight,5,0,[0.49783336 0.50216664]
836,Alex Caceres,Matt Brown,Welterweight,5,0,[0.61409273 0.38590727]
837,Alex Caceres,Dan Ige,Welterweight,5,0,[0.43930232 0.56069768]
838,Alex Caceres,Kamaru Usman,Welterweight,5,0,[0.30482933 0.69517067]
839,Alex Caceres,Sarah Moras,Welterweight,5,0,[0.53070531 0.46929469]
840,Alex Caceres,Leonardo Santos,Welterweight,5,0,[0.56952525 0.43047475]
841,Alex Caceres,Thiago Santos,Welterweight,5,0,[0.57298978 0.42701022]
842,Alex Caceres,Andrew Sanchez,Welterweight,5,0,[0.4876333 0.5123667]
843,Alex Caceres,Curtis Blaydes,Welterweight,5,0,[0.46621454 0.53378546]
844,Alex Caceres,Angela Hill,Welterweight,5,0,[0.45949821 0.54050179]
845,Alex Caceres,Kai Kara-France,Welterweight,5,0,[0.53856412 0.46143588]
846,Alex Caceres,Nik Lentz,Welterweight,5,0,[0.60204487 0.39795513]
847,Alex Caceres,Conor McGregor,Welterweight,5,0,[0.42072133 0.57927867]
848,Alex Caceres,Alexander Volkov,Welterweight,5,0,[0.50176115 0.49823885]
849,Alex Caceres,Trevin Giles,Welterweight,5,0,[0.46600252 0.53399748]
850,Alex Caceres,Nikita Krylov,Welterweight,5,0,[0.46710705 0.53289295]
851,Alex Caceres,Davey Grant,Welterweight,5,0,[0.50805723 0.49194277]
852,Alex Caceres,Dominick Cruz,Welterweight,5,0,[0.59970746 0.40029254]
853,Alex Caceres,Gilbert Burns,Welterweight,5,0,[0.42373446 0.57626554]
854,Alex Caceres,Brad Tavares,Welterweight,5,0,[0.64058658 0.35941342]
855,Alex Caceres,Ketlen Vieira,Welterweight,5,0,[0.60638881 0.39361119]
856,Alex Caceres,Amanda Nunes,Welterweight,5,0,[0.43934517 0.56065483]
857,Alex Caceres,Derrick Lewis,Welterweight,5,0,[0.49589433 0.50410567]
858,Alex Caceres,Kelvin Gastelum,Welterweight,5,0,[0.5305207 0.4694793]
859,Alex Caceres,Aleksei Oleinik,Welterweight,5,0,[0.62803733 0.37196267]
860,Alex Caceres,Islam Makhachev,Welterweight,5,0,[0.34832209 0.65167791]
861,Alex Caceres,Joseph Benavidez,Welterweight,5,0,[0.56791805 0.43208195]
862,Alex Caceres,Diego Ferreira,Welterweight,5,0,[0.49659213 0.50340787]
863,Alex Caceres,Charles Rosa,Welterweight,5,0,[0.6217932 0.3782068]
864,Alex Caceres,Jake Matthews,Welterweight,5,0,[0.46032178 0.53967822]
865,Alex Caceres,Khalil Rountree Jr.,Welterweight,5,0,[0.49864511 0.50135489]
866,Alex Caceres,Misha Cirkunov,Welterweight,5,0,[0.53530687 0.46469313]
867,Alex Caceres,Aljamain Sterling,Welterweight,5,0,[0.48920353 0.51079647]
868,Alex Caceres,Eddie Wineland,Welterweight,5,0,[0.65574872 0.34425128]
869,Alex Caceres,Belal Muhammad,Welterweight,5,0,[0.46494182 0.53505818]
870,Alex Caceres,Julianna Pena,Welterweight,5,0,[0.37527524 0.62472476]
871,Alex Caceres,Tom Breese,Welterweight,5,0,[0.41752124 0.58247876]
872,Alex Caceres,Jairzinho Rozenstruik,Welterweight,5,0,[0.47506454 0.52493546]
873,Alex Caceres,Neil Magny,Welterweight,5,0,[0.50694968 0.49305032]
874,Alex Caceres,Jimmie Rivera,Welterweight,5,0,[0.47629325 0.52370675]
875,Alex Caceres,Marion Reneau,Welterweight,5,0,[0.56599266 0.43400734]
876,Alex Caceres,Warlley Alves,Welterweight,5,0,[0.44442026 0.55557974]
877,Alex Caceres,Max Holloway,Welterweight,5,0,[0.4650856 0.5349144]
878,Alex Caceres,Jessica Eye,Welterweight,5,0,[0.61637759 0.38362241]
879,Alex Caceres,Dustin Poirier,Welterweight,5,0,[0.49593854 0.50406146]
880,Alex Caceres,Kevin Holland,Welterweight,5,0,[0.33905492 0.66094508]
881,Alex Caceres,Michael Johnson,Welterweight,5,0,[0.58300704 0.41699296]
882,Alex Caceres,Israel Adesanya,Welterweight,5,0,[0.39295645 0.60704355]
883,Alex Caceres,Alessio Di Chirico,Welterweight,5,0,[0.61091686 0.38908314]
884,Alex Caceres,Carlos Condit,Welterweight,5,0,[0.53388688 0.46611312]
885,Alex Caceres,Aleksandar Rakic,Welterweight,5,0,[0.42025329 0.57974671]
886,Alex Caceres,Omari Akhmedov,Welterweight,5,0,[0.55401416 0.44598584]
887,Alex Caceres,JJ Aldrich,Welterweight,5,0,[0.47287595 0.52712405]
888,Alex Caceres,Pedro Munhoz,Welterweight,5,0,[0.37152552 0.62847448]
889,Alex Caceres,Michael Chiesa,Welterweight,5,0,[0.36115222 0.63884778]
890,Alex Caceres,Ashley Yoder,Welterweight,5,0,[0.46269657 0.53730343]
891,Alex Caceres,Jan Blachowicz,Welterweight,5,0,[0.43361178 0.56638822]
892,Alex Caceres,Max Griffin,Welterweight,5,0,[0.57337096 0.42662904]
893,Alex Caceres,Frankie Edgar,Welterweight,5,0,[0.58465579 0.41534421]
894,Alex Caceres,Drew Dober,Welterweight,5,0,[0.45145161 0.54854839]
895,Alex Caceres,Calvin Kattar,Welterweight,5,0,[0.40465927 0.59534073]
896,Alex Caceres,Alistair Overeem,Welterweight,5,0,[0.57210801 0.42789199]
897,Alex Caceres,Derek Brunson,Welterweight,5,0,[0.50530436 0.49469564]
898,Alex Caceres,Li Jingliang,Welterweight,5,0,[0.52354276 0.47645724]
899,Alex Caceres,Jared Gordon,Welterweight,5,0,[0.41178325 0.58821675]
900,Alex Caceres,Beneil Dariush,Welterweight,5,0,[0.43124755 0.56875245]
901,Alex Caceres,Cortney Casey,Welterweight,5,0,[0.56751906 0.43248094]
902,Alex Caceres,Andre Ewell,Welterweight,5,0,[0.61397051 0.38602949]
903,Alex Caceres,Jonathan Martinez,Welterweight,5,0,[0.52344059 0.47655941]
904,Alex Caceres,Rani Yahya,Welterweight,5,0,[0.50397115 0.49602885]
905,Alex Caceres,Alexa Grasso,Welterweight,5,0,[0.48640446 0.51359554]
906,Alex Caceres,Cory Sandhagen,Welterweight,5,0,[0.38791354 0.61208646]
907,Alex Caceres,Brian Kelleher,Welterweight,5,0,[0.5669445 0.4330555]
908,Alex Caceres,Clay Guida,Welterweight,5,0,[0.56929913 0.43070087]
909,Alex Caceres,Alexis Davis,Welterweight,5,0,[0.44113111 0.55886889]
910,Alex Caceres,Andrei Arlovski,Welterweight,5,0,[0.66680606 0.33319394]
911,Alex Caceres,Douglas Silva de Andrade,Welterweight,5,0,[0.54315989 0.45684011]
912,Alex Caceres,Antonio Carlos Junior,Welterweight,5,0,[0.45533521 0.54466479]
913,Petr Yan,Matt Brown,Welterweight,5,0,[0.57995827 0.42004173]
914,Petr Yan,Dan Ige,Welterweight,5,0,[0.46903138 0.53096862]
915,Petr Yan,Kamaru Usman,Welterweight,5,0,[0.40970123 0.59029877]
916,Petr Yan,Sarah Moras,Welterweight,5,0,[0.47460701 0.52539299]
917,Petr Yan,Leonardo Santos,Welterweight,5,0,[0.55973601 0.44026399]
918,Petr Yan,Thiago Santos,Welterweight,5,0,[0.57728364 0.42271636]
919,Petr Yan,Andrew Sanchez,Welterweight,5,0,[0.52865303 0.47134697]
920,Petr Yan,Curtis Blaydes,Welterweight,5,0,[0.4171518 0.5828482]
921,Petr Yan,Angela Hill,Welterweight,5,0,[0.47927622 0.52072378]
922,Petr Yan,Kai Kara-France,Welterweight,5,0,[0.53913474 0.46086526]
923,Petr Yan,Nik Lentz,Welterweight,5,0,[0.64992509 0.35007491]
924,Petr Yan,Conor McGregor,Welterweight,5,0,[0.54622428 0.45377572]
925,Petr Yan,Alexander Volkov,Welterweight,5,0,[0.54359668 0.45640332]
926,Petr Yan,Trevin Giles,Welterweight,5,0,[0.50348589 0.49651411]
927,Petr Yan,Nikita Krylov,Welterweight,5,0,[0.50465426 0.49534574]
928,Petr Yan,Davey Grant,Welterweight,5,0,[0.54268565 0.45731435]
929,Petr Yan,Dominick Cruz,Welterweight,5,0,[0.51742468 0.48257532]
930,Petr Yan,Gilbert Burns,Welterweight,5,0,[0.47380855 0.52619145]
931,Petr Yan,Brad Tavares,Welterweight,5,0,[0.57976761 0.42023239]
932,Petr Yan,Ketlen Vieira,Welterweight,5,0,[0.63284282 0.36715718]
933,Petr Yan,Amanda Nunes,Welterweight,5,0,[0.34695583 0.65304417]
934,Petr Yan,Derrick Lewis,Welterweight,5,0,[0.49159496 0.50840504]
935,Petr Yan,Kelvin Gastelum,Welterweight,5,0,[0.51728987 0.48271013]
936,Petr Yan,Aleksei Oleinik,Welterweight,5,0,[0.56678847 0.43321153]
937,Petr Yan,Islam Makhachev,Welterweight,5,0,[0.45119423 0.54880577]
938,Petr Yan,Joseph Benavidez,Welterweight,5,0,[0.55832607 0.44167393]
939,Petr Yan,Diego Ferreira,Welterweight,5,0,[0.51024009 0.48975991]
940,Petr Yan,Charles Rosa,Welterweight,5,0,[0.58976988 0.41023012]
941,Petr Yan,Jake Matthews,Welterweight,5,0,[0.45915637 0.54084363]
942,Petr Yan,Khalil Rountree Jr.,Welterweight,5,0,[0.50879631 0.49120369]
943,Petr Yan,Misha Cirkunov,Welterweight,5,0,[0.5143611 0.4856389]
944,Petr Yan,Aljamain Sterling,Welterweight,5,0,[0.4470487 0.5529513]
945,Petr Yan,Eddie Wineland,Welterweight,5,0,[0.64584205 0.35415795]
946,Petr Yan,Belal Muhammad,Welterweight,5,0,[0.49192216 0.50807784]
947,Petr Yan,Julianna Pena,Welterweight,5,0,[0.483975 0.516025]
948,Petr Yan,Tom Breese,Welterweight,5,0,[0.52366173 0.47633827]
949,Petr Yan,Jairzinho Rozenstruik,Welterweight,5,0,[0.4468015 0.5531985]
950,Petr Yan,Neil Magny,Welterweight,5,0,[0.43025058 0.56974942]
951,Petr Yan,Jimmie Rivera,Welterweight,5,0,[0.51922192 0.48077808]
952,Petr Yan,Marion Reneau,Welterweight,5,0,[0.59517872 0.40482128]
953,Petr Yan,Warlley Alves,Welterweight,5,0,[0.51888359 0.48111641]
954,Petr Yan,Max Holloway,Welterweight,5,0,[0.34645188 0.65354812]
955,Petr Yan,Jessica Eye,Welterweight,5,0,[0.64571853 0.35428147]
956,Petr Yan,Dustin Poirier,Welterweight,5,0,[0.48357112 0.51642888]
957,Petr Yan,Kevin Holland,Welterweight,5,0,[0.40210578 0.59789422]
958,Petr Yan,Michael Johnson,Welterweight,5,0,[0.57236826 0.42763174]
959,Petr Yan,Israel Adesanya,Welterweight,5,0,[0.41585879 0.58414121]
960,Petr Yan,Alessio Di Chirico,Welterweight,5,0,[0.50907674 0.49092326]
961,Petr Yan,Carlos Condit,Welterweight,5,0,[0.57446574 0.42553426]
962,Petr Yan,Aleksandar Rakic,Welterweight,5,0,[0.50063096 0.49936904]
963,Petr Yan,Omari Akhmedov,Welterweight,5,0,[0.52998563 0.47001437]
964,Petr Yan,JJ Aldrich,Welterweight,5,0,[0.50358225 0.49641775]
965,Petr Yan,Pedro Munhoz,Welterweight,5,0,[0.401975 0.598025]
966,Petr Yan,Michael Chiesa,Welterweight,5,0,[0.40288407 0.59711593]
967,Petr Yan,Ashley Yoder,Welterweight,5,0,[0.46101912 0.53898088]
968,Petr Yan,Jan Blachowicz,Welterweight,5,0,[0.46596699 0.53403301]
969,Petr Yan,Max Griffin,Welterweight,5,0,[0.53528803 0.46471197]
970,Petr Yan,Frankie Edgar,Welterweight,5,0,[0.5129835 0.4870165]
971,Petr Yan,Drew Dober,Welterweight,5,0,[0.53344246 0.46655754]
972,Petr Yan,Calvin Kattar,Welterweight,5,0,[0.49424929 0.50575071]
973,Petr Yan,Alistair Overeem,Welterweight,5,0,[0.53527803 0.46472197]
974,Petr Yan,Derek Brunson,Welterweight,5,0,[0.54576631 0.45423369]
975,Petr Yan,Li Jingliang,Welterweight,5,0,[0.53846661 0.46153339]
976,Petr Yan,Jared Gordon,Welterweight,5,0,[0.40134034 0.59865966]
977,Petr Yan,Beneil Dariush,Welterweight,5,0,[0.43151933 0.56848067]
978,Petr Yan,Cortney Casey,Welterweight,5,0,[0.57561112 0.42438888]
979,Petr Yan,Andre Ewell,Welterweight,5,0,[0.5891836 0.4108164]
980,Petr Yan,Jonathan Martinez,Welterweight,5,0,[0.54465002 0.45534998]
981,Petr Yan,Rani Yahya,Welterweight,5,0,[0.53303284 0.46696716]
982,Petr Yan,Alexa Grasso,Welterweight,5,0,[0.43629907 0.56370093]
983,Petr Yan,Cory Sandhagen,Welterweight,5,0,[0.45332815 0.54667185]
984,Petr Yan,Brian Kelleher,Welterweight,5,0,[0.59411249 0.40588751]
985,Petr Yan,Clay Guida,Welterweight,5,0,[0.58354579 0.41645421]
986,Petr Yan,Alexis Davis,Welterweight,5,0,[0.4831219 0.5168781]
987,Petr Yan,Andrei Arlovski,Welterweight,5,0,[0.595242 0.404758]
988,Petr Yan,Douglas Silva de Andrade,Welterweight,5,0,[0.5829241 0.4170759]
989,Petr Yan,Antonio Carlos Junior,Welterweight,5,0,[0.5212358 0.4787642]
990,Matt Brown,Dan Ige,Welterweight,5,0,[0.23661118 0.76338882]
991,Matt Brown,Kamaru Usman,Welterweight,5,0,[0.23510032 0.76489968]
992,Matt Brown,Sarah Moras,Welterweight,5,0,[0.24229499 0.75770501]
993,Matt Brown,Leonardo Santos,Welterweight,5,0,[0.24962356 0.75037644]
994,Matt Brown,Thiago Santos,Welterweight,5,0,[0.22054906 0.77945094]
995,Matt Brown,Andrew Sanchez,Welterweight,5,0,[0.27721967 0.72278033]
996,Matt Brown,Curtis Blaydes,Welterweight,5,0,[0.36670156 0.63329844]
997,Matt Brown,Angela Hill,Welterweight,5,0,[0.25963332 0.74036668]
998,Matt Brown,Kai Kara-France,Welterweight,5,0,[0.20952275 0.79047725]
999,Matt Brown,Nik Lentz,Welterweight,5,0,[0.30964321 0.69035679]
1000,Matt Brown,Conor McGregor,Welterweight,5,0,[0.20126602 0.79873398]
1001,Matt Brown,Alexander Volkov,Welterweight,5,0,[0.27018009 0.72981991]
1002,Matt Brown,Trevin Giles,Welterweight,5,0,[0.18927355 0.81072645]
1003,Matt Brown,Nikita Krylov,Welterweight,5,0,[0.26011652 0.73988348]
1004,Matt Brown,Davey Grant,Welterweight,5,0,[0.27550194 0.72449806]
1005,Matt Brown,Dominick Cruz,Welterweight,5,0,[0.2746799 0.7253201]
1006,Matt Brown,Gilbert Burns,Welterweight,5,0,[0.21831453 0.78168547]
1007,Matt Brown,Brad Tavares,Welterweight,5,0,[0.25993259 0.74006741]
1008,Matt Brown,Ketlen Vieira,Welterweight,5,0,[0.24896855 0.75103145]
1009,Matt Brown,Amanda Nunes,Welterweight,5,0,[0.18843879 0.81156121]
1010,Matt Brown,Derrick Lewis,Welterweight,5,0,[0.15511467 0.84488533]
1011,Matt Brown,Kelvin Gastelum,Welterweight,5,0,[0.30573469 0.69426531]
1012,Matt Brown,Aleksei Oleinik,Welterweight,5,0,[0.33296292 0.66703708]
1013,Matt Brown,Islam Makhachev,Welterweight,5,0,[0.17967234 0.82032766]
1014,Matt Brown,Joseph Benavidez,Welterweight,5,0,[0.32438397 0.67561603]
1015,Matt Brown,Diego Ferreira,Welterweight,5,0,[0.29432908 0.70567092]
1016,Matt Brown,Charles Rosa,Welterweight,5,0,[0.39498462 0.60501538]
1017,Matt Brown,Jake Matthews,Welterweight,5,0,[0.20846201 0.79153799]
1018,Matt Brown,Khalil Rountree Jr.,Welterweight,5,0,[0.2870066 0.7129934]
1019,Matt Brown,Misha Cirkunov,Welterweight,5,0,[0.42916582 0.57083418]
1020,Matt Brown,Aljamain Sterling,Welterweight,5,0,[0.254494 0.745506]
1021,Matt Brown,Eddie Wineland,Welterweight,5,0,[0.40314562 0.59685438]
1022,Matt Brown,Belal Muhammad,Welterweight,5,0,[0.24227129 0.75772871]
1023,Matt Brown,Julianna Pena,Welterweight,5,0,[0.18647173 0.81352827]
1024,Matt Brown,Tom Breese,Welterweight,5,0,[0.20089741 0.79910259]
1025,Matt Brown,Jairzinho Rozenstruik,Welterweight,5,0,[0.27018677 0.72981323]
1026,Matt Brown,Neil Magny,Welterweight,5,0,[0.29693171 0.70306829]
1027,Matt Brown,Jimmie Rivera,Welterweight,5,0,[0.24231931 0.75768069]
1028,Matt Brown,Marion Reneau,Welterweight,5,0,[0.35416067 0.64583933]
1029,Matt Brown,Warlley Alves,Welterweight,5,0,[0.28038474 0.71961526]
1030,Matt Brown,Max Holloway,Welterweight,5,0,[0.31356519 0.68643481]
1031,Matt Brown,Jessica Eye,Welterweight,5,0,[0.38611297 0.61388703]
1032,Matt Brown,Dustin Poirier,Welterweight,5,0,[0.20014533 0.79985467]
1033,Matt Brown,Kevin Holland,Welterweight,5,0,[0.16013374 0.83986626]
1034,Matt Brown,Michael Johnson,Welterweight,5,0,[0.39864923 0.60135077]
1035,Matt Brown,Israel Adesanya,Welterweight,5,0,[0.25424317 0.74575683]
1036,Matt Brown,Alessio Di Chirico,Welterweight,5,0,[0.36141418 0.63858582]
1037,Matt Brown,Carlos Condit,Welterweight,5,0,[0.17444417 0.82555583]
1038,Matt Brown,Aleksandar Rakic,Welterweight,5,0,[0.2437887 0.7562113]
1039,Matt Brown,Omari Akhmedov,Welterweight,5,0,[0.20930424 0.79069576]
1040,Matt Brown,JJ Aldrich,Welterweight,5,0,[0.35990465 0.64009535]
1041,Matt Brown,Pedro Munhoz,Welterweight,5,0,[0.19660552 0.80339448]
1042,Matt Brown,Michael Chiesa,Welterweight,5,0,[0.19950981 0.80049019]
1043,Matt Brown,Ashley Yoder,Welterweight,5,0,[0.2388081 0.7611919]
1044,Matt Brown,Jan Blachowicz,Welterweight,5,0,[0.22004637 0.77995363]
1045,Matt Brown,Max Griffin,Welterweight,5,0,[0.37054728 0.62945272]
1046,Matt Brown,Frankie Edgar,Welterweight,5,0,[0.36228308 0.63771692]
1047,Matt Brown,Drew Dober,Welterweight,5,0,[0.22502434 0.77497566]
1048,Matt Brown,Calvin Kattar,Welterweight,5,0,[0.22211887 0.77788113]
1049,Matt Brown,Alistair Overeem,Welterweight,5,0,[0.25622895 0.74377105]
1050,Matt Brown,Derek Brunson,Welterweight,5,0,[0.26701186 0.73298814]
1051,Matt Brown,Li Jingliang,Welterweight,5,0,[0.26110075 0.73889925]
1052,Matt Brown,Jared Gordon,Welterweight,5,0,[0.17902329 0.82097671]
1053,Matt Brown,Beneil Dariush,Welterweight,5,0,[0.21886247 0.78113753]
1054,Matt Brown,Cortney Casey,Welterweight,5,0,[0.27822254 0.72177746]
1055,Matt Brown,Andre Ewell,Welterweight,5,0,[0.3730834 0.6269166]
1056,Matt Brown,Jonathan Martinez,Welterweight,5,0,[0.25319939 0.74680061]
1057,Matt Brown,Rani Yahya,Welterweight,5,0,[0.18460181 0.81539819]
1058,Matt Brown,Alexa Grasso,Welterweight,5,0,[0.18259437 0.81740563]
1059,Matt Brown,Cory Sandhagen,Welterweight,5,0,[0.19527279 0.80472721]
1060,Matt Brown,Brian Kelleher,Welterweight,5,0,[0.33490103 0.66509897]
1061,Matt Brown,Clay Guida,Welterweight,5,0,[0.29522397 0.70477603]
1062,Matt Brown,Alexis Davis,Welterweight,5,0,[0.23616028 0.76383972]
1063,Matt Brown,Andrei Arlovski,Welterweight,5,0,[0.40058825 0.59941175]
1064,Matt Brown,Douglas Silva de Andrade,Welterweight,5,0,[0.27497971 0.72502029]
1065,Matt Brown,Antonio Carlos Junior,Welterweight,5,0,[0.24704831 0.75295169]
1066,Dan Ige,Kamaru Usman,Welterweight,5,0,[0.3193564 0.6806436]
1067,Dan Ige,Sarah Moras,Welterweight,5,0,[0.45365947 0.54634053]
1068,Dan Ige,Leonardo Santos,Welterweight,5,0,[0.44256025 0.55743975]
1069,Dan Ige,Thiago Santos,Welterweight,5,0,[0.5555867 0.4444133]
1070,Dan Ige,Andrew Sanchez,Welterweight,5,0,[0.42583147 0.57416853]
1071,Dan Ige,Curtis Blaydes,Welterweight,5,0,[0.28390166 0.71609834]
1072,Dan Ige,Angela Hill,Welterweight,5,0,[0.4302526 0.5697474]
1073,Dan Ige,Kai Kara-France,Welterweight,5,0,[0.45914516 0.54085484]
1074,Dan Ige,Nik Lentz,Welterweight,5,0,[0.46363991 0.53636009]
1075,Dan Ige,Conor McGregor,Welterweight,5,0,[0.43253255 0.56746745]
1076,Dan Ige,Alexander Volkov,Welterweight,5,0,[0.53162558 0.46837442]
1077,Dan Ige,Trevin Giles,Welterweight,5,0,[0.40200094 0.59799906]
1078,Dan Ige,Nikita Krylov,Welterweight,5,0,[0.41734907 0.58265093]
1079,Dan Ige,Davey Grant,Welterweight,5,0,[0.39156544 0.60843456]
1080,Dan Ige,Dominick Cruz,Welterweight,5,0,[0.4330841 0.5669159]
1081,Dan Ige,Gilbert Burns,Welterweight,5,0,[0.34567703 0.65432297]
1082,Dan Ige,Brad Tavares,Welterweight,5,0,[0.49699377 0.50300623]
1083,Dan Ige,Ketlen Vieira,Welterweight,5,0,[0.50825448 0.49174552]
1084,Dan Ige,Amanda Nunes,Welterweight,5,0,[0.26704595 0.73295405]
1085,Dan Ige,Derrick Lewis,Welterweight,5,0,[0.32659452 0.67340548]
1086,Dan Ige,Kelvin Gastelum,Welterweight,5,0,[0.45692317 0.54307683]
1087,Dan Ige,Aleksei Oleinik,Welterweight,5,0,[0.5249268 0.4750732]
1088,Dan Ige,Islam Makhachev,Welterweight,5,0,[0.33782656 0.66217344]
1089,Dan Ige,Joseph Benavidez,Welterweight,5,0,[0.54325486 0.45674514]
1090,Dan Ige,Diego Ferreira,Welterweight,5,0,[0.3602741 0.6397259]
1091,Dan Ige,Charles Rosa,Welterweight,5,0,[0.54625477 0.45374523]
1092,Dan Ige,Jake Matthews,Welterweight,5,0,[0.34860388 0.65139612]
1093,Dan Ige,Khalil Rountree Jr.,Welterweight,5,0,[0.43397438 0.56602562]
1094,Dan Ige,Misha Cirkunov,Welterweight,5,0,[0.46239085 0.53760915]
1095,Dan Ige,Aljamain Sterling,Welterweight,5,0,[0.43231034 0.56768966]
1096,Dan Ige,Eddie Wineland,Welterweight,5,0,[0.62324284 0.37675716]
1097,Dan Ige,Belal Muhammad,Welterweight,5,0,[0.37191961 0.62808039]
1098,Dan Ige,Julianna Pena,Welterweight,5,0,[0.37312346 0.62687654]
1099,Dan Ige,Tom Breese,Welterweight,5,0,[0.39625521 0.60374479]
1100,Dan Ige,Jairzinho Rozenstruik,Welterweight,5,0,[0.3892215 0.6107785]
1101,Dan Ige,Neil Magny,Welterweight,5,0,[0.36842556 0.63157444]
1102,Dan Ige,Jimmie Rivera,Welterweight,5,0,[0.4158447 0.5841553]
1103,Dan Ige,Marion Reneau,Welterweight,5,0,[0.51574366 0.48425634]
1104,Dan Ige,Warlley Alves,Welterweight,5,0,[0.4389668 0.5610332]
1105,Dan Ige,Max Holloway,Welterweight,5,0,[0.36256245 0.63743755]
1106,Dan Ige,Jessica Eye,Welterweight,5,0,[0.57832652 0.42167348]
1107,Dan Ige,Dustin Poirier,Welterweight,5,0,[0.37077352 0.62922648]
1108,Dan Ige,Kevin Holland,Welterweight,5,0,[0.35726928 0.64273072]
1109,Dan Ige,Michael Johnson,Welterweight,5,0,[0.52661384 0.47338616]
1110,Dan Ige,Israel Adesanya,Welterweight,5,0,[0.33799907 0.66200093]
1111,Dan Ige,Alessio Di Chirico,Welterweight,5,0,[0.51861412 0.48138588]
1112,Dan Ige,Carlos Condit,Welterweight,5,0,[0.43977227 0.56022773]
1113,Dan Ige,Aleksandar Rakic,Welterweight,5,0,[0.35720349 0.64279651]
1114,Dan Ige,Omari Akhmedov,Welterweight,5,0,[0.420623 0.579377]
1115,Dan Ige,JJ Aldrich,Welterweight,5,0,[0.48055663 0.51944337]
1116,Dan Ige,Pedro Munhoz,Welterweight,5,0,[0.37025806 0.62974194]
1117,Dan Ige,Michael Chiesa,Welterweight,5,0,[0.30354643 0.69645357]
1118,Dan Ige,Ashley Yoder,Welterweight,5,0,[0.45528938 0.54471062]
1119,Dan Ige,Jan Blachowicz,Welterweight,5,0,[0.45938632 0.54061368]
1120,Dan Ige,Max Griffin,Welterweight,5,0,[0.46133307 0.53866693]
1121,Dan Ige,Frankie Edgar,Welterweight,5,0,[0.48132962 0.51867038]
1122,Dan Ige,Drew Dober,Welterweight,5,0,[0.40076082 0.59923918]
1123,Dan Ige,Calvin Kattar,Welterweight,5,0,[0.41688958 0.58311042]
1124,Dan Ige,Alistair Overeem,Welterweight,5,0,[0.41148399 0.58851601]
1125,Dan Ige,Derek Brunson,Welterweight,5,0,[0.38326854 0.61673146]
1126,Dan Ige,Li Jingliang,Welterweight,5,0,[0.44236887 0.55763113]
1127,Dan Ige,Jared Gordon,Welterweight,5,0,[0.32264323 0.67735677]
1128,Dan Ige,Beneil Dariush,Welterweight,5,0,[0.32515807 0.67484193]
1129,Dan Ige,Cortney Casey,Welterweight,5,0,[0.55051557 0.44948443]
1130,Dan Ige,Andre Ewell,Welterweight,5,0,[0.55642554 0.44357446]
1131,Dan Ige,Jonathan Martinez,Welterweight,5,0,[0.48118743 0.51881257]
1132,Dan Ige,Rani Yahya,Welterweight,5,0,[0.41337487 0.58662513]
1133,Dan Ige,Alexa Grasso,Welterweight,5,0,[0.38191188 0.61808812]
1134,Dan Ige,Cory Sandhagen,Welterweight,5,0,[0.35536859 0.64463141]
1135,Dan Ige,Brian Kelleher,Welterweight,5,0,[0.5308249 0.4691751]
1136,Dan Ige,Clay Guida,Welterweight,5,0,[0.46841477 0.53158523]
1137,Dan Ige,Alexis Davis,Welterweight,5,0,[0.35224753 0.64775247]
1138,Dan Ige,Andrei Arlovski,Welterweight,5,0,[0.61090828 0.38909172]
1139,Dan Ige,Douglas Silva de Andrade,Welterweight,5,0,[0.49868586 0.50131414]
1140,Dan Ige,Antonio Carlos Junior,Welterweight,5,0,[0.41308391 0.58691609]
