,R_fighter,B_fighter,weight_class,rounds,title_bout,prediction
1873,Alexander Volkov,Omari Akhmedov,Welterweight,5,0,[0.49214602 0.50785398]
1874,Alexander Volkov,JJ Aldrich,Welterweight,5,0,[0.49495297 0.50504703]
1875,Alexander Volkov,Pedro Munhoz,Welterweight,5,0,[0.38240424 0.61759576]
1876,Alexander Volkov,Michael Chiesa,Welterweight,5,0,[0.33602515 0.66397485]
1877,Alexander Volkov,Ashley Yoder,Welterweight,5,0,[0.48883825 0.51116175]
1878,Alexander Volkov,Jan Blachowicz,Welterweight,5,0,[0.43612451 0.56387549]
1879,Alexander Volkov,Max Griffin,Welterweight,5,0,[0.52486352 0.47513648]
1880,Alexander Volkov,Frankie Edgar,Welterweight,5,0,[0.60551038 0.39448962]
1881,Alexander Volkov,Drew Dober,Welterweight,5,0,[0.40427622 0.59572378]
1882,Alexander Volkov,Calvin Kattar,Welterweight,5,0,[0.47719238 0.52280762]
1883,Alexander Volkov,Alistair Overeem,Welterweight,5,0,[0.71115688 0.28884312]
1884,Alexander Volkov,Derek Brunson,Welterweight,5,0,[0.53848544 0.46151456]
1885,Alexander Volkov,Li Jingliang,Welterweight,5,0,[0.51033143 0.48966857]
1886,Alexander Volkov,Jared Gordon,Welterweight,5,0,[0.3632335 0.6367665]
1887,Alexander Volkov,Beneil Dariush,Welterweight,5,0,[0.33698146 0.66301854]
1888,Alexander Volkov,Cortney Casey,Welterweight,5,0,[0.57556345 0.42443655]
1889,Alexander Volkov,Andre Ewell,Welterweight,5,0,[0.61255419 0.38744581]
1890,Alexander Volkov,Jonathan Martinez,Welterweight,5,0,[0.50079437 0.49920563]
1891,Alexander Volkov,Rani Yahya,Welterweight,5,0,[0.50231566 0.49768434]
1892,Alexander Volkov,Alexa Grasso,Welterweight,5,0,[0.48764787 0.51235213]
1893,Alexander Volkov,Cory Sandhagen,Welterweight,5,0,[0.3875267 0.6124733]
1894,Alexander Volkov,Brian Kelleher,Welterweight,5,0,[0.57550446 0.42449554]
1895,Alexander Volkov,Clay Guida,Welterweight,5,0,[0.57246788 0.42753212]
1896,Alexander Volkov,Alexis Davis,Welterweight,5,0,[0.41545468 0.58454532]
1897,Alexander Volkov,Andrei Arlovski,Welterweight,5,0,[0.6324262 0.3675738]
1898,Alexander Volkov,Douglas Silva de Andrade,Welterweight,5,0,[0.53938904 0.46061096]
1899,Alexander Volkov,Antonio Carlos Junior,Welterweight,5,0,[0.42228039 0.57771961]
1900,Trevin Giles,Nikita Krylov,Welterweight,5,0,[0.54724563 0.45275437]
1901,Trevin Giles,Davey Grant,Welterweight,5,0,[0.56115604 0.43884396]
1902,Trevin Giles,Dominick Cruz,Welterweight,5,0,[0.62822983 0.37177017]
1903,Trevin Giles,Gilbert Burns,Welterweight,5,0,[0.44773095 0.55226905]
1904,Trevin Giles,Brad Tavares,Welterweight,5,0,[0.62772349 0.37227651]
1905,Trevin Giles,Ketlen Vieira,Welterweight,5,0,[0.4943549 0.5056451]
1906,Trevin Giles,Amanda Nunes,Welterweight,5,0,[0.3349513 0.6650487]
1907,Trevin Giles,Derrick Lewis,Welterweight,5,0,[0.44473116 0.55526884]
1908,Trevin Giles,Kelvin Gastelum,Welterweight,5,0,[0.46069561 0.53930439]
1909,Trevin Giles,Aleksei Oleinik,Welterweight,5,0,[0.61814528 0.38185472]
1910,Trevin Giles,Islam Makhachev,Welterweight,5,0,[0.33020571 0.66979429]
1911,Trevin Giles,Joseph Benavidez,Welterweight,5,0,[0.64098832 0.35901168]
1912,Trevin Giles,Diego Ferreira,Welterweight,5,0,[0.40703057 0.59296943]
1913,Trevin Giles,Charles Rosa,Welterweight,5,0,[0.63871925 0.36128075]
1914,Trevin Giles,Jake Matthews,Welterweight,5,0,[0.34219259 0.65780741]
1915,Trevin Giles,Khalil Rountree Jr.,Welterweight,5,0,[0.5225861 0.4774139]
1916,Trevin Giles,Misha Cirkunov,Welterweight,5,0,[0.65929815 0.34070185]
1917,Trevin Giles,Aljamain Sterling,Welterweight,5,0,[0.38023876 0.61976124]
1918,Trevin Giles,Eddie Wineland,Welterweight,5,0,[0.68595355 0.31404645]
1919,Trevin Giles,Belal Muhammad,Welterweight,5,0,[0.36004198 0.63995802]
1920,Trevin Giles,Julianna Pena,Welterweight,5,0,[0.43846838 0.56153162]
1921,Trevin Giles,Tom Breese,Welterweight,5,0,[0.36690338 0.63309662]
1922,Trevin Giles,Jairzinho Rozenstruik,Welterweight,5,0,[0.44857592 0.55142408]
1923,Trevin Giles,Neil Magny,Welterweight,5,0,[0.48772447 0.51227553]
1924,Trevin Giles,Jimmie Rivera,Welterweight,5,0,[0.47707422 0.52292578]
1925,Trevin Giles,Marion Reneau,Welterweight,5,0,[0.61963045 0.38036955]
1926,Trevin Giles,Warlley Alves,Welterweight,5,0,[0.3978692 0.6021308]
1927,Trevin Giles,Max Holloway,Welterweight,5,0,[0.45313539 0.54686461]
1928,Trevin Giles,Jessica Eye,Welterweight,5,0,[0.62295901 0.37704099]
1929,Trevin Giles,Dustin Poirier,Welterweight,5,0,[0.41246097 0.58753903]
1930,Trevin Giles,Kevin Holland,Welterweight,5,0,[0.35184479 0.64815521]
1931,Trevin Giles,Michael Johnson,Welterweight,5,0,[0.6862916 0.3137084]
1932,Trevin Giles,Israel Adesanya,Welterweight,5,0,[0.36269876 0.63730124]
1933,Trevin Giles,Alessio Di Chirico,Welterweight,5,0,[0.53311791 0.46688209]
1934,Trevin Giles,Carlos Condit,Welterweight,5,0,[0.56323781 0.43676219]
1935,Trevin Giles,Aleksandar Rakic,Welterweight,5,0,[0.39137507 0.60862493]
1936,Trevin Giles,Omari Akhmedov,Welterweight,5,0,[0.5319862 0.4680138]
1937,Trevin Giles,JJ Aldrich,Welterweight,5,0,[0.38885407 0.61114593]
1938,Trevin Giles,Pedro Munhoz,Welterweight,5,0,[0.38274775 0.61725225]
1939,Trevin Giles,Michael Chiesa,Welterweight,5,0,[0.39043896 0.60956104]
1940,Trevin Giles,Ashley Yoder,Welterweight,5,0,[0.5436883 0.4563117]
1941,Trevin Giles,Jan Blachowicz,Welterweight,5,0,[0.48451792 0.51548208]
1942,Trevin Giles,Max Griffin,Welterweight,5,0,[0.5610008 0.4389992]
1943,Trevin Giles,Frankie Edgar,Welterweight,5,0,[0.51844057 0.48155943]
1944,Trevin Giles,Drew Dober,Welterweight,5,0,[0.45895891 0.54104109]
1945,Trevin Giles,Calvin Kattar,Welterweight,5,0,[0.35545555 0.64454445]
1946,Trevin Giles,Alistair Overeem,Welterweight,5,0,[0.54335846 0.45664154]
1947,Trevin Giles,Derek Brunson,Welterweight,5,0,[0.43617236 0.56382764]
1948,Trevin Giles,Li Jingliang,Welterweight,5,0,[0.48115593 0.51884407]
1949,Trevin Giles,Jared Gordon,Welterweight,5,0,[0.42447333 0.57552667]
1950,Trevin Giles,Beneil Dariush,Welterweight,5,0,[0.35211509 0.64788491]
1951,Trevin Giles,Cortney Casey,Welterweight,5,0,[0.58814785 0.41185215]
1952,Trevin Giles,Andre Ewell,Welterweight,5,0,[0.61145703 0.38854297]
1953,Trevin Giles,Jonathan Martinez,Welterweight,5,0,[0.41540729 0.58459271]
1954,Trevin Giles,Rani Yahya,Welterweight,5,0,[0.58222245 0.41777755]
1955,Trevin Giles,Alexa Grasso,Welterweight,5,0,[0.34463312 0.65536688]
1956,Trevin Giles,Cory Sandhagen,Welterweight,5,0,[0.44873624 0.55126376]
1957,Trevin Giles,Brian Kelleher,Welterweight,5,0,[0.60241137 0.39758863]
1958,Trevin Giles,Clay Guida,Welterweight,5,0,[0.57509085 0.42490915]
1959,Trevin Giles,Alexis Davis,Welterweight,5,0,[0.40537628 0.59462372]
1960,Trevin Giles,Andrei Arlovski,Welterweight,5,0,[0.6223688 0.3776312]
1961,Trevin Giles,Douglas Silva de Andrade,Welterweight,5,0,[0.61483813 0.38516187]
1962,Trevin Giles,Antonio Carlos Junior,Welterweight,5,0,[0.5327439 0.4672561]
1963,Nikita Krylov,Davey Grant,Welterweight,5,0,[0.45670974 0.54329026]
1964,Nikita Krylov,Dominick Cruz,Welterweight,5,0,[0.49572813 0.50427187]
1965,Nikita Krylov,Gilbert Burns,Welterweight,5,0,[0.40531345 0.59468655]
1966,Nikita Krylov,Brad Tavares,Welterweight,5,0,[0.5519394 0.4480606]
1967,Nikita Krylov,Ketlen Vieira,Welterweight,5,0,[0.44942132 0.55057868]
1968,Nikita Krylov,Amanda Nunes,Welterweight,5,0,[0.29567309 0.70432691]
1969,Nikita Krylov,Derrick Lewis,Welterweight,5,0,[0.43642828 0.56357172]
1970,Nikita Krylov,Kelvin Gastelum,Welterweight,5,0,[0.41113318 0.58886682]
1971,Nikita Krylov,Aleksei Oleinik,Welterweight,5,0,[0.57211116 0.42788884]
1972,Nikita Krylov,Islam Makhachev,Welterweight,5,0,[0.2981061 0.7018939]
1973,Nikita Krylov,Joseph Benavidez,Welterweight,5,0,[0.52530876 0.47469124]
1974,Nikita Krylov,Diego Ferreira,Welterweight,5,0,[0.41963928 0.58036072]
1975,Nikita Krylov,Charles Rosa,Welterweight,5,0,[0.55131834 0.44868166]
1976,Nikita Krylov,Jake Matthews,Welterweight,5,0,[0.29526002 0.70473998]
1977,Nikita Krylov,Khalil Rountree Jr.,Welterweight,5,0,[0.42218478 0.57781522]
1978,Nikita Krylov,Misha Cirkunov,Welterweight,5,0,[0.56112282 0.43887718]
1979,Nikita Krylov,Aljamain Sterling,Welterweight,5,0,[0.41659974 0.58340026]
1980,Nikita Krylov,Eddie Wineland,Welterweight,5,0,[0.54753483 0.45246517]
1981,Nikita Krylov,Belal Muhammad,Welterweight,5,0,[0.37886637 0.62113363]
1982,Nikita Krylov,Julianna Pena,Welterweight,5,0,[0.39768665 0.60231335]
1983,Nikita Krylov,Tom Breese,Welterweight,5,0,[0.39762244 0.60237756]
1984,Nikita Krylov,Jairzinho Rozenstruik,Welterweight,5,0,[0.44903884 0.55096116]
1985,Nikita Krylov,Neil Magny,Welterweight,5,0,[0.48457239 0.51542761]
1986,Nikita Krylov,Jimmie Rivera,Welterweight,5,0,[0.42504672 0.57495328]
1987,Nikita Krylov,Marion Reneau,Welterweight,5,0,[0.59085921 0.40914079]
1988,Nikita Krylov,Warlley Alves,Welterweight,5,0,[0.42999589 0.57000411]
1989,Nikita Krylov,Max Holloway,Welterweight,5,0,[0.33935711 0.66064289]
1990,Nikita Krylov,Jessica Eye,Welterweight,5,0,[0.45528664 0.54471336]
1991,Nikita Krylov,Dustin Poirier,Welterweight,5,0,[0.32558521 0.67441479]
1992,Nikita Krylov,Kevin Holland,Welterweight,5,0,[0.30531405 0.69468595]
1993,Nikita Krylov,Michael Johnson,Welterweight,5,0,[0.54187827 0.45812173]
1994,Nikita Krylov,Israel Adesanya,Welterweight,5,0,[0.33793324 0.66206676]
1995,Nikita Krylov,Alessio Di Chirico,Welterweight,5,0,[0.45816894 0.54183106]
1996,Nikita Krylov,Carlos Condit,Welterweight,5,0,[0.48806531 0.51193469]
1997,Nikita Krylov,Aleksandar Rakic,Welterweight,5,0,[0.41176279 0.58823721]
1998,Nikita Krylov,Omari Akhmedov,Welterweight,5,0,[0.49798654 0.50201346]
1999,Nikita Krylov,JJ Aldrich,Welterweight,5,0,[0.37631925 0.62368075]
2000,Nikita Krylov,Pedro Munhoz,Welterweight,5,0,[0.31502836 0.68497164]
2001,Nikita Krylov,Michael Chiesa,Welterweight,5,0,[0.39467506 0.60532494]
2002,Nikita Krylov,Ashley Yoder,Welterweight,5,0,[0.4899156 0.5100844]
2003,Nikita Krylov,Jan Blachowicz,Welterweight,5,0,[0.47367703 0.52632297]
2004,Nikita Krylov,Max Griffin,Welterweight,5,0,[0.49270966 0.50729034]
2005,Nikita Krylov,Frankie Edgar,Welterweight,5,0,[0.44158984 0.55841016]
2006,Nikita Krylov,Drew Dober,Welterweight,5,0,[0.499124 0.500876]
2007,Nikita Krylov,Calvin Kattar,Welterweight,5,0,[0.29174549 0.70825451]
2008,Nikita Krylov,Alistair Overeem,Welterweight,5,0,[0.44911644 0.55088356]
2009,Nikita Krylov,Derek Brunson,Welterweight,5,0,[0.37513938 0.62486062]
2010,Nikita Krylov,Li Jingliang,Welterweight,5,0,[0.38643902 0.61356098]
2011,Nikita Krylov,Jared Gordon,Welterweight,5,0,[0.35065913 0.64934087]
2012,Nikita Krylov,Beneil Dariush,Welterweight,5,0,[0.32595597 0.67404403]
2013,Nikita Krylov,Cortney Casey,Welterweight,5,0,[0.54360381 0.45639619]
2014,Nikita Krylov,Andre Ewell,Welterweight,5,0,[0.44923573 0.55076427]
2015,Nikita Krylov,Jonathan Martinez,Welterweight,5,0,[0.33764372 0.66235628]
2016,Nikita Krylov,Rani Yahya,Welterweight,5,0,[0.54745475 0.45254525]
2017,Nikita Krylov,Alexa Grasso,Welterweight,5,0,[0.29473574 0.70526426]
2018,Nikita Krylov,Cory Sandhagen,Welterweight,5,0,[0.40842051 0.59157949]
2019,Nikita Krylov,Brian Kelleher,Welterweight,5,0,[0.53352479 0.46647521]
2020,Nikita Krylov,Clay Guida,Welterweight,5,0,[0.49035363 0.50964637]
2021,Nikita Krylov,Alexis Davis,Welterweight,5,0,[0.49015044 0.50984956]
2022,Nikita Krylov,Andrei Arlovski,Welterweight,5,0,[0.51568045 0.48431955]
2023,Nikita Krylov,Douglas Silva de Andrade,Welterweight,5,0,[0.46755254 0.53244746]
2024,Nikita Krylov,Antonio Carlos Junior,Welterweight,5,0,[0.48804476 0.51195524]
2025,Davey Grant,Dominick Cruz,Welterweight,5,0,[0.61240364 0.38759636]
2026,Davey Grant,Gilbert Burns,Welterweight,5,0,[0.5619116 0.4380884]
2027,Davey Grant,Brad Tavares,Welterweight,5,0,[0.60670772 0.39329228]
2028,Davey Grant,Ketlen Vieira,Welterweight,5,0,[0.63689264 0.36310736]
2029,Davey Grant,Amanda Nunes,Welterweight,5,0,[0.4768699 0.5231301]
2030,Davey Grant,Derrick Lewis,Welterweight,5,0,[0.49651611 0.50348389]
2031,Davey Grant,Kelvin Gastelum,Welterweight,5,0,[0.55110847 0.44889153]
2032,Davey Grant,Aleksei Oleinik,Welterweight,5,0,[0.60751574 0.39248426]
2033,Davey Grant,Islam Makhachev,Welterweight,5,0,[0.35476219 0.64523781]
2034,Davey Grant,Joseph Benavidez,Welterweight,5,0,[0.60893408 0.39106592]
2035,Davey Grant,Diego Ferreira,Welterweight,5,0,[0.57364618 0.42635382]
2036,Davey Grant,Charles Rosa,Welterweight,5,0,[0.65880113 0.34119887]
2037,Davey Grant,Jake Matthews,Welterweight,5,0,[0.46343627 0.53656373]
2038,Davey Grant,Khalil Rountree Jr.,Welterweight,5,0,[0.42267611 0.57732389]
2039,Davey Grant,Misha Cirkunov,Welterweight,5,0,[0.53277342 0.46722658]
2040,Davey Grant,Aljamain Sterling,Welterweight,5,0,[0.52453677 0.47546323]
2041,Davey Grant,Eddie Wineland,Welterweight,5,0,[0.73531545 0.26468455]
2042,Davey Grant,Belal Muhammad,Welterweight,5,0,[0.54751422 0.45248578]
2043,Davey Grant,Julianna Pena,Welterweight,5,0,[0.39433412 0.60566588]
2044,Davey Grant,Tom Breese,Welterweight,5,0,[0.41956228 0.58043772]
2045,Davey Grant,Jairzinho Rozenstruik,Welterweight,5,0,[0.42625906 0.57374094]
2046,Davey Grant,Neil Magny,Welterweight,5,0,[0.51233773 0.48766227]
2047,Davey Grant,Jimmie Rivera,Welterweight,5,0,[0.53369843 0.46630157]
2048,Davey Grant,Marion Reneau,Welterweight,5,0,[0.59290603 0.40709397]
2049,Davey Grant,Warlley Alves,Welterweight,5,0,[0.44527086 0.55472914]
2050,Davey Grant,Max Holloway,Welterweight,5,0,[0.4956107 0.5043893]
2051,Davey Grant,Jessica Eye,Welterweight,5,0,[0.68339988 0.31660012]
2052,Davey Grant,Dustin Poirier,Welterweight,5,0,[0.50143075 0.49856925]
2053,Davey Grant,Kevin Holland,Welterweight,5,0,[0.3495233 0.6504767]
2054,Davey Grant,Michael Johnson,Welterweight,5,0,[0.60161758 0.39838242]
2055,Davey Grant,Israel Adesanya,Welterweight,5,0,[0.40713791 0.59286209]
2056,Davey Grant,Alessio Di Chirico,Welterweight,5,0,[0.63769457 0.36230543]
2057,Davey Grant,Carlos Condit,Welterweight,5,0,[0.54583679 0.45416321]
2058,Davey Grant,Aleksandar Rakic,Welterweight,5,0,[0.48571822 0.51428178]
2059,Davey Grant,Omari Akhmedov,Welterweight,5,0,[0.5652984 0.4347016]
2060,Davey Grant,JJ Aldrich,Welterweight,5,0,[0.52866556 0.47133444]
2061,Davey Grant,Pedro Munhoz,Welterweight,5,0,[0.39656224 0.60343776]
2062,Davey Grant,Michael Chiesa,Welterweight,5,0,[0.37637962 0.62362038]
2063,Davey Grant,Ashley Yoder,Welterweight,5,0,[0.54529476 0.45470524]
2064,Davey Grant,Jan Blachowicz,Welterweight,5,0,[0.52333275 0.47666725]
2065,Davey Grant,Max Griffin,Welterweight,5,0,[0.65834607 0.34165393]
2066,Davey Grant,Frankie Edgar,Welterweight,5,0,[0.60098634 0.39901366]
2067,Davey Grant,Drew Dober,Welterweight,5,0,[0.49551208 0.50448792]
2068,Davey Grant,Calvin Kattar,Welterweight,5,0,[0.56361805 0.43638195]
2069,Davey Grant,Alistair Overeem,Welterweight,5,0,[0.60442956 0.39557044]
2070,Davey Grant,Derek Brunson,Welterweight,5,0,[0.60846794 0.39153206]
2071,Davey Grant,Li Jingliang,Welterweight,5,0,[0.55948878 0.44051122]
2072,Davey Grant,Jared Gordon,Welterweight,5,0,[0.41456654 0.58543346]
2073,Davey Grant,Beneil Dariush,Welterweight,5,0,[0.39704906 0.60295094]
2074,Davey Grant,Cortney Casey,Welterweight,5,0,[0.60724203 0.39275797]
2075,Davey Grant,Andre Ewell,Welterweight,5,0,[0.61522935 0.38477065]
2076,Davey Grant,Jonathan Martinez,Welterweight,5,0,[0.67750005 0.32249995]
2077,Davey Grant,Rani Yahya,Welterweight,5,0,[0.52523452 0.47476548]
2078,Davey Grant,Alexa Grasso,Welterweight,5,0,[0.50725629 0.49274371]
2079,Davey Grant,Cory Sandhagen,Welterweight,5,0,[0.44408331 0.55591669]
2080,Davey Grant,Brian Kelleher,Welterweight,5,0,[0.63142882 0.36857118]
2081,Davey Grant,Clay Guida,Welterweight,5,0,[0.59718657 0.40281343]
2082,Davey Grant,Alexis Davis,Welterweight,5,0,[0.51956049 0.48043951]
2083,Davey Grant,Andrei Arlovski,Welterweight,5,0,[0.72126639 0.27873361]
2084,Davey Grant,Douglas Silva de Andrade,Welterweight,5,0,[0.5666155 0.4333845]
2085,Davey Grant,Antonio Carlos Junior,Welterweight,5,0,[0.512628 0.487372]
2086,Dominick Cruz,Gilbert Burns,Welterweight,5,0,[0.39336873 0.60663127]
2087,Dominick Cruz,Brad Tavares,Welterweight,5,0,[0.49628323 0.50371677]
2088,Dominick Cruz,Ketlen Vieira,Welterweight,5,0,[0.5318115 0.4681885]
2089,Dominick Cruz,Amanda Nunes,Welterweight,5,0,[0.38940212 0.61059788]
2090,Dominick Cruz,Derrick Lewis,Welterweight,5,0,[0.40356304 0.59643696]
2091,Dominick Cruz,Kelvin Gastelum,Welterweight,5,0,[0.43062392 0.56937608]
2092,Dominick Cruz,Aleksei Oleinik,Welterweight,5,0,[0.54627702 0.45372298]
2093,Dominick Cruz,Islam Makhachev,Welterweight,5,0,[0.29026398 0.70973602]
2094,Dominick Cruz,Joseph Benavidez,Welterweight,5,0,[0.49226352 0.50773648]
2095,Dominick Cruz,Diego Ferreira,Welterweight,5,0,[0.41998028 0.58001972]
2096,Dominick Cruz,Charles Rosa,Welterweight,5,0,[0.55025445 0.44974555]
2097,Dominick Cruz,Jake Matthews,Welterweight,5,0,[0.35444896 0.64555104]
2098,Dominick Cruz,Khalil Rountree Jr.,Welterweight,5,0,[0.34669576 0.65330424]
2099,Dominick Cruz,Misha Cirkunov,Welterweight,5,0,[0.45799653 0.54200347]
2100,Dominick Cruz,Aljamain Sterling,Welterweight,5,0,[0.44848289 0.55151711]
2101,Dominick Cruz,Eddie Wineland,Welterweight,5,0,[0.60627565 0.39372435]
2102,Dominick Cruz,Belal Muhammad,Welterweight,5,0,[0.39315031 0.60684969]
2103,Dominick Cruz,Julianna Pena,Welterweight,5,0,[0.35589158 0.64410842]
2104,Dominick Cruz,Tom Breese,Welterweight,5,0,[0.33018747 0.66981253]
2105,Dominick Cruz,Jairzinho Rozenstruik,Welterweight,5,0,[0.37617047 0.62382953]
2106,Dominick Cruz,Neil Magny,Welterweight,5,0,[0.45544145 0.54455855]
2107,Dominick Cruz,Jimmie Rivera,Welterweight,5,0,[0.38605136 0.61394864]
2108,Dominick Cruz,Marion Reneau,Welterweight,5,0,[0.51649844 0.48350156]
2109,Dominick Cruz,Warlley Alves,Welterweight,5,0,[0.38382537 0.61617463]
2110,Dominick Cruz,Max Holloway,Welterweight,5,0,[0.41046875 0.58953125]
2111,Dominick Cruz,Jessica Eye,Welterweight,5,0,[0.59977427 0.40022573]
2112,Dominick Cruz,Dustin Poirier,Welterweight,5,0,[0.39320595 0.60679405]
2113,Dominick Cruz,Kevin Holland,Welterweight,5,0,[0.28556139 0.71443861]
2114,Dominick Cruz,Michael Johnson,Welterweight,5,0,[0.55117232 0.44882768]
2115,Dominick Cruz,Israel Adesanya,Welterweight,5,0,[0.34788048 0.65211952]
2116,Dominick Cruz,Alessio Di Chirico,Welterweight,5,0,[0.60350515 0.39649485]
2117,Dominick Cruz,Carlos Condit,Welterweight,5,0,[0.40253681 0.59746319]
2118,Dominick Cruz,Aleksandar Rakic,Welterweight,5,0,[0.38118412 0.61881588]
2119,Dominick Cruz,Omari Akhmedov,Welterweight,5,0,[0.48672368 0.51327632]
2120,Dominick Cruz,JJ Aldrich,Welterweight,5,0,[0.47408834 0.52591166]
2121,Dominick Cruz,Pedro Munhoz,Welterweight,5,0,[0.33418241 0.66581759]
2122,Dominick Cruz,Michael Chiesa,Welterweight,5,0,[0.34076134 0.65923866]
2123,Dominick Cruz,Ashley Yoder,Welterweight,5,0,[0.4658898 0.5341102]
2124,Dominick Cruz,Jan Blachowicz,Welterweight,5,0,[0.42928374 0.57071626]
2125,Dominick Cruz,Max Griffin,Welterweight,5,0,[0.52366786 0.47633214]
2126,Dominick Cruz,Frankie Edgar,Welterweight,5,0,[0.51345535 0.48654465]
2127,Dominick Cruz,Drew Dober,Welterweight,5,0,[0.37812289 0.62187711]
2128,Dominick Cruz,Calvin Kattar,Welterweight,5,0,[0.45197598 0.54802402]
2129,Dominick Cruz,Alistair Overeem,Welterweight,5,0,[0.55099097 0.44900903]
2130,Dominick Cruz,Derek Brunson,Welterweight,5,0,[0.43607448 0.56392552]
2131,Dominick Cruz,Li Jingliang,Welterweight,5,0,[0.50034257 0.49965743]
2132,Dominick Cruz,Jared Gordon,Welterweight,5,0,[0.35452553 0.64547447]
2133,Dominick Cruz,Beneil Dariush,Welterweight,5,0,[0.29472529 0.70527471]
2134,Dominick Cruz,Cortney Casey,Welterweight,5,0,[0.53140783 0.46859217]
2135,Dominick Cruz,Andre Ewell,Welterweight,5,0,[0.58094356 0.41905644]
2136,Dominick Cruz,Jonathan Martinez,Welterweight,5,0,[0.46278217 0.53721783]
2137,Dominick Cruz,Rani Yahya,Welterweight,5,0,[0.45012367 0.54987633]
2138,Dominick Cruz,Alexa Grasso,Welterweight,5,0,[0.36048345 0.63951655]
2139,Dominick Cruz,Cory Sandhagen,Welterweight,5,0,[0.29352629 0.70647371]
2140,Dominick Cruz,Brian Kelleher,Welterweight,5,0,[0.47690286 0.52309714]
2141,Dominick Cruz,Clay Guida,Welterweight,5,0,[0.55310588 0.44689412]
2142,Dominick Cruz,Alexis Davis,Welterweight,5,0,[0.41134798 0.58865202]
2143,Dominick Cruz,Andrei Arlovski,Welterweight,5,0,[0.64148634 0.35851366]
2144,Dominick Cruz,Douglas Silva de Andrade,Welterweight,5,0,[0.47021701 0.52978299]
2145,Dominick Cruz,Antonio Carlos Junior,Welterweight,5,0,[0.39338529 0.60661471]
2146,Gilbert Burns,Brad Tavares,Welterweight,5,0,[0.60061181 0.39938819]
2147,Gilbert Burns,Ketlen Vieira,Welterweight,5,0,[0.49102227 0.50897773]
2148,Gilbert Burns,Amanda Nunes,Welterweight,5,0,[0.36097294 0.63902706]
2149,Gilbert Burns,Derrick Lewis,Welterweight,5,0,[0.4413998 0.5586002]
2150,Gilbert Burns,Kelvin Gastelum,Welterweight,5,0,[0.51609993 0.48390007]
2151,Gilbert Burns,Aleksei Oleinik,Welterweight,5,0,[0.5958865 0.4041135]
2152,Gilbert Burns,Islam Makhachev,Welterweight,5,0,[0.33035496 0.66964504]
2153,Gilbert Burns,Joseph Benavidez,Welterweight,5,0,[0.5516787 0.4483213]
2154,Gilbert Burns,Diego Ferreira,Welterweight,5,0,[0.53648214 0.46351786]
2155,Gilbert Burns,Charles Rosa,Welterweight,5,0,[0.57944213 0.42055787]
2156,Gilbert Burns,Jake Matthews,Welterweight,5,0,[0.40101448 0.59898552]
2157,Gilbert Burns,Khalil Rountree Jr.,Welterweight,5,0,[0.46025692 0.53974308]
2158,Gilbert Burns,Misha Cirkunov,Welterweight,5,0,[0.52478211 0.47521789]
2159,Gilbert Burns,Aljamain Sterling,Welterweight,5,0,[0.49004784 0.50995216]
2160,Gilbert Burns,Eddie Wineland,Welterweight,5,0,[0.61740582 0.38259418]
2161,Gilbert Burns,Belal Muhammad,Welterweight,5,0,[0.42618475 0.57381525]
2162,Gilbert Burns,Julianna Pena,Welterweight,5,0,[0.35883002 0.64116998]
2163,Gilbert Burns,Tom Breese,Welterweight,5,0,[0.31907247 0.68092753]
2164,Gilbert Burns,Jairzinho Rozenstruik,Welterweight,5,0,[0.47490629 0.52509371]
2165,Gilbert Burns,Neil Magny,Welterweight,5,0,[0.51951954 0.48048046]
2166,Gilbert Burns,Jimmie Rivera,Welterweight,5,0,[0.48281334 0.51718666]
2167,Gilbert Burns,Marion Reneau,Welterweight,5,0,[0.52362219 0.47637781]
2168,Gilbert Burns,Warlley Alves,Welterweight,5,0,[0.46141469 0.53858531]
2169,Gilbert Burns,Max Holloway,Welterweight,5,0,[0.47816444 0.52183556]
2170,Gilbert Burns,Jessica Eye,Welterweight,5,0,[0.53955031 0.46044969]
2171,Gilbert Burns,Dustin Poirier,Welterweight,5,0,[0.35729654 0.64270346]
2172,Gilbert Burns,Kevin Holland,Welterweight,5,0,[0.34196399 0.65803601]
2173,Gilbert Burns,Michael Johnson,Welterweight,5,0,[0.60727926 0.39272074]
2174,Gilbert Burns,Israel Adesanya,Welterweight,5,0,[0.36033529 0.63966471]
2175,Gilbert Burns,Alessio Di Chirico,Welterweight,5,0,[0.57471743 0.42528257]
2176,Gilbert Burns,Carlos Condit,Welterweight,5,0,[0.50739583 0.49260417]
2177,Gilbert Burns,Aleksandar Rakic,Welterweight,5,0,[0.44710556 0.55289444]
2178,Gilbert Burns,Omari Akhmedov,Welterweight,5,0,[0.49092593 0.50907407]
2179,Gilbert Burns,JJ Aldrich,Welterweight,5,0,[0.39208754 0.60791246]
2180,Gilbert Burns,Pedro Munhoz,Welterweight,5,0,[0.32419165 0.67580835]
2181,Gilbert Burns,Michael Chiesa,Welterweight,5,0,[0.37032607 0.62967393]
2182,Gilbert Burns,Ashley Yoder,Welterweight,5,0,[0.47836412 0.52163588]
2183,Gilbert Burns,Jan Blachowicz,Welterweight,5,0,[0.44775716 0.55224284]
2184,Gilbert Burns,Max Griffin,Welterweight,5,0,[0.51261852 0.48738148]
2185,Gilbert Burns,Frankie Edgar,Welterweight,5,0,[0.50296656 0.49703344]
2186,Gilbert Burns,Drew Dober,Welterweight,5,0,[0.43139466 0.56860534]
